4374,4374,15000,0,1,57,1447,13629,1656227840
4776,4776,15000,0,1,46,1635,13372,1964509184
4977,4977,15000,0,1,39,1812,13338,2139171536
5027,5027,15000,0,1,39,2522,12778,2137570048
5052,5052,15000,0,1,3,7582,11618,2146298664
