251,251,300000,0,1,71,40106,264640,44643816
313,313,300000,0,1,3,164575,178735,45661200
328,328,300000,0,1,2,188048,157078,48708320
332,332,300000,0,1,2,195623,167611,48587560
334,334,300000,0,1,2,228201,165892,48397512
